,City,Country,Latitude,Longitude,Temp,Maximum Temp,Humidity,Wind Speed,Cloud Cover
407,khanpur,PK,28.6453,70.6567,65.26,65.26,26,6.78,0
408,dingle,PH,10.9995,122.6711,69.46,69.46,83,9.6,100
409,busselton,AU,-33.65,115.3333,49.77,51.01,94,9.6,0
410,albany,US,42.6001,-73.9662,29.98,30.99,67,2.66,100
411,tubruq,,,,,,,,
412,ushuaia,AR,-54.8,-68.3,50,50,71,17.27,75
413,cabo san lucas,MX,22.8909,-109.9124,74.75,78.01,60,10.36,1
414,caconda,AO,-13.7333,15.0667,68.22,68.22,59,2.89,100
415,hermanus,ZA,-34.4187,19.2345,66.99,66.99,71,8.32,100
416,vohibinany,MG,-17.35,49.0333,75.83,75.83,90,0.65,99
417,busselton,AU,-33.65,115.3333,49.77,51.01,94,9.6,0
418,vaini,TO,-21.2,-175.2,77,77,78,11.5,75
419,port alfred,ZA,-33.5906,26.891,71.01,71.01,93,16.84,12
420,east london,ZA,-33.0153,27.9116,71.6,71.6,88,6.91,75
421,ushuaia,AR,-54.8,-68.3,50,50,71,17.27,75
422,bethel,US,41.3712,-73.414,30.88,32,86,6.91,90
423,port-gentil,GA,-0.7193,8.7815,82.4,82.4,89,5.75,20
424,albany,US,42.6001,-73.9662,29.98,30.99,67,2.66,100
425,busselton,AU,-33.65,115.3333,49.77,51.01,94,9.6,0
426,alta floresta,BR,-9.8756,-56.0861,82.4,82.4,78,10.36,90
427,nenjiang,CN,49.1833,125.2167,-0.35,-0.35,91,6.42,57
428,kapaa,US,22.0752,-159.319,72.05,73.4,88,19.57,75
429,taolanaro,,,,,,,,
430,erdaojiang,CN,41.7764,126.0319,15.94,15.94,91,5.57,4
431,port elizabeth,ZA,-33.918,25.5701,69.8,69.8,88,9.22,90
432,arica,CL,-18.475,-70.3042,73.4,73.4,68,17.27,0
433,cayenne,GF,4.9333,-52.3333,78.8,78.8,83,5.75,75
434,bethel,US,41.3712,-73.414,30.88,32,86,6.91,90
435,rikitea,PF,-23.1203,-134.9692,78.31,78.31,68,10.67,100
436,margate,GB,51.3813,1.3862,51.3,52,74,8.01,100
437,nanortalik,GL,60.1432,-45.2371,19.42,19.42,88,10.38,23
438,punta arenas,CL,-53.15,-70.9167,55.2,55.4,58,17.27,75
439,kapaa,US,22.0752,-159.319,72.05,73.4,88,19.57,75
440,guerrero negro,MX,27.9769,-114.0611,68.22,68.22,22,2.08,0
441,hermanus,ZA,-34.4187,19.2345,66.99,66.99,71,8.32,100
442,richmond,US,37.5538,-77.4603,35.31,37.4,87,10.36,90
443,hilo,US,19.7297,-155.09,73.09,75.2,69,5.75,1
444,busselton,AU,-33.65,115.3333,49.77,51.01,94,9.6,0
445,namibe,AO,-15.1961,12.1522,73.08,73.08,76,14.81,93
446,ancud,CL,-41.8697,-73.8203,56.57,62.01,51,9.22,75
447,kaeo,NZ,-35.1,173.7833,57,57,96,3.44,1
448,hilo,US,19.7297,-155.09,73.09,75.2,69,5.75,1
449,xiaoweizhai,CN,26.1903,107.5125,50.29,50.29,77,1.45,94
450,novyy urengoy,RU,66.0833,76.6333,-23.35,-23.35,87,1.32,100
451,salalah,OM,17.0151,54.0924,73.4,73.4,56,4.61,0
452,raga,SS,8.4596,25.678,71.76,71.76,21,4.79,77
453,hobart,AU,-42.8794,147.3294,63.93,64.99,82,12.66,40
454,busselton,AU,-33.65,115.3333,49.77,51.01,94,9.6,0
455,leningradskiy,RU,69.3833,178.4167,-19.08,-19.08,77,4.7,0
456,faya,SA,18.3851,42.4509,55.38,57.2,94,6.91,20
457,barrow,US,71.2906,-156.7887,-5.8,-5.8,77,13.8,40
458,butaritari,KI,3.0707,172.7902,80.37,80.37,83,15.28,44
459,samusu,,,,,,,,
460,puerto ayora,EC,-0.7393,-90.3518,82.15,82.4,78,4.61,75
461,saint-philippe,RE,-21.3585,55.7679,74.5,78.8,83,3.44,0
462,ostersund,SE,63.1792,14.6357,27.68,28.4,86,11.5,0
463,sao filipe,CV,14.8961,-24.4956,72.34,72.34,71,8.01,0
464,mataura,NZ,-46.1927,168.8643,45.66,45.66,86,1.9,0
465,shenzhen,CN,22.5455,114.0683,60.69,64,84,2.73,4
466,mataura,NZ,-46.1927,168.8643,45.66,45.66,86,1.9,0
467,lakatoro,VU,-16.0999,167.4164,81.46,81.46,78,4.25,100
468,hilo,US,19.7297,-155.09,73.09,75.2,69,5.75,1
469,kapaa,US,22.0752,-159.319,72.05,73.4,88,19.57,75
470,mataura,NZ,-46.1927,168.8643,45.66,45.66,86,1.9,0
471,cherskiy,RU,68.75,161.3,-32.4,-32.4,81,1.7,0
472,atuona,PF,-9.8,-139.0333,79.05,79.05,78,13.71,8
473,laguna,US,38.421,-121.4238,52.02,53.01,87,5.44,90
474,comodoro rivadavia,AR,-45.8667,-67.5,66.2,66.2,39,6.91,20
475,lavrentiya,RU,65.5833,-171,-15.63,-15.63,79,2.53,0
476,puerto ayora,EC,-0.7393,-90.3518,82.15,82.4,78,4.61,75
477,skalistyy,,,,,,,,
478,belaguntha,IN,19.8833,84.65,69.96,69.96,62,0.81,41
479,saryozek,KZ,44.3583,77.9753,37.76,37.76,93,6.17,100
480,kapaa,US,22.0752,-159.319,72.05,73.4,88,19.57,75
481,mar del plata,AR,-38.0023,-57.5575,67.84,69.8,35,18.41,0
482,belushya guba,,,,,,,,
483,shu,KZ,43.5983,73.7614,30.99,30.99,72,4,100
484,ayan,RU,56.45,138.1667,3.99,3.99,85,7.36,100
485,atuona,PF,-9.8,-139.0333,79.05,79.05,78,13.71,8
486,rikitea,PF,-23.1203,-134.9692,78.31,78.31,68,10.67,100
487,georgetown,MY,5.4112,100.3354,77.65,78.8,69,6.91,20
488,central point,US,42.376,-122.9164,45.72,46.4,76,3.44,90
489,souillac,MU,-20.5167,57.5167,80.6,80.6,83,11.5,75
490,rikitea,PF,-23.1203,-134.9692,78.31,78.31,68,10.67,100
491,ushuaia,AR,-54.8,-68.3,50,50,71,17.27,75
492,punta arenas,CL,-53.15,-70.9167,55.2,55.4,58,17.27,75
493,tricase,IT,39.9304,18.3553,48.99,48.99,75,7.07,25
494,hermanus,ZA,-34.4187,19.2345,66.99,66.99,71,8.32,100
495,cabo san lucas,MX,22.8909,-109.9124,74.75,78.01,60,10.36,1
496,katobu,ID,-4.9408,122.5276,77.97,77.97,88,1.92,100
497,busselton,AU,-33.65,115.3333,49.77,51.01,94,9.6,0
498,bani walid,LY,31.7566,13.9942,59.43,59.43,32,6.11,100
499,saint-francois,FR,46.4154,3.9054,52,53.6,62,10.36,0
500,ushuaia,AR,-54.8,-68.3,50,50,71,17.27,75
